"QTR","CLAIM_TYPE","BRAND","PAYER","METRIC","VALUE"
"2025Q4","TRX","Abbvie","Overall","FILL_RATE",0.792374
"2025Q4","TRX","Abbvie","Overall","PD_CLAIMS",861988
"2026Q2","TRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.52098
"2026Q2","TRX","Abbvie","Medicare","FILL_RATE",0.758055
"2026Q2","TRX","Abbvie","Medicare","PD_CLAIMS",123798
"2026Q2","TRX","Abbvie","Medicare","PD_MARKET_SHARE",0.596818
"2026Q2","TRX","Abbvie","Medicare","RJ_RATE",0.129588
"2026Q2","TRX","Abbvie","Medicare","RV_RATE",0.112357
"2026Q2","TRX","Abbvie","Medicare","WD",163310
"2026Q2","TRX","Abbvie","Medicare","WD_MARKET_SHARE",0.582778
"2026Q2","TRX","Abbvie","Others","FILL_RATE",0.625293
"2026Q2","TRX","Abbvie","Others","PD_CLAIMS",46650
"2026Q2","TRX","Abbvie","Others","PD_MARKET_SHARE",0.68965
"2026Q2","TRX","Abbvie","Others","RJ_RATE",0.184585
"2026Q2","TRX","Abbvie","Others","RV_RATE",0.190121
"2026Q2","TRX","Abbvie","Others","WD",74605
"2026Q2","TRX","Abbvie","Others","WD_MARKET_SHARE",0.632594
"2026Q2","TRX","Abbvie","Overall","FILL_RATE",0.779103
"2026Q2","TRX","Abbvie","Overall","PD_CLAIMS",816900
"2026Q2","TRX","Abbvie","Overall","PD_MARKET_SHARE",0.570971
"2026Q2","TRX","Abbvie","Overall","RJ_RATE",0.137495
"2026Q2","TRX","Abbvie","Overall","RV_RATE",0.083403
"2026Q2","TRX","Abbvie","Overall","WD",1048514
"2026Q2","TRX","Abbvie","Overall","WD_MARKET_SHARE",0.563388
"2026Q2","TRX","Nurtec","Commercial","FILL_RATE",0.790422
"2026Q2","TRX","Nurtec","Commercial","PD_CLAIMS",421986
"2026Q2","TRX","Nurtec","Commercial","PD_MARKET_SHARE",0.43332
"2026Q2","TRX","Nurtec","Commercial","RJ_RATE",0.148361
"2026Q2","TRX","Nurtec","Commercial","RV_RATE",0.061217
"2026Q2","TRX","Nurtec","Commercial","WD",533874
"2026Q2","TRX","Nurtec","Commercial","WD_MARKET_SHARE",0.439169
"2026Q2","TRX","Nurtec","Medicaid","FILL_RATE",0.736248
"2026Q2","TRX","Nurtec","Medicaid","PD_CLAIMS",87210
"2026Q2","TRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.47969
"2026Q2","TRX","Nurtec","Medicaid","RJ_RATE",0.207223
"2026Q2","TRX","Nurtec","Medicaid","RV_RATE",0.056529
"2026Q2","TRX","Nurtec","Medicaid","WD",118452
"2026Q2","TRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.47902
"2026Q2","TRX","Nurtec","Medicare","FILL_RATE",0.715311
"2026Q2","TRX","Nurtec","Medicare","PD_CLAIMS",83632
"2026Q2","TRX","Nurtec","Medicare","PD_MARKET_SHARE",0.403182
"2026Q2","TRX","Nurtec","Medicare","RJ_RATE",0.166084
"2026Q2","TRX","Nurtec","Medicare","RV_RATE",0.118606
"2026Q2","TRX","Nurtec","Medicare","WD",116917
"2026Q2","TRX","Nurtec","Medicare","WD_MARKET_SHARE",0.417222
"2026Q2","TRX","Nurtec","Others","FILL_RATE",0.484491
"2026Q2","TRX","Nurtec","Others","PD_CLAIMS",20993
"2026Q2","TRX","Nurtec","Others","PD_MARKET_SHARE",0.31035
"2026Q2","TRX","Nurtec","Others","RJ_RATE",0.288276
"2026Q2","TRX","Nurtec","Others","RV_RATE",0.227233
"2026Q2","TRX","Nurtec","Others","WD",43330
"2026Q2","TRX","Nurtec","Others","WD_MARKET_SHARE",0.367406
"2026Q2","TRX","Nurtec","Overall","FILL_RATE",0.755404
"2026Q2","TRX","Nurtec","Overall","PD_CLAIMS",613821
"2026Q2","TRX","Nurtec","Overall","PD_MARKET_SHARE",0.429029
"2026Q2","TRX","Nurtec","Overall","RJ_RATE",0.166952
"2026Q2","TRX","Nurtec","Overall","RV_RATE",0.077643
"2026Q2","TRX","Nurtec","Overall","WD",812573
"2026Q2","TRX","Nurtec","Overall","WD_MARKET_SHARE",0.436612
"2026Q3","NBRX","Abbvie","Commercial","FILL_RATE",0.368583
"2026Q3","NBRX","Abbvie","Commercial","PD_CLAIMS",1558
"2026Q3","NBRX","Abbvie","Commercial","PD_MARKET_SHARE",0.59172
"2026Q3","NBRX","Abbvie","Commercial","RJ_RATE",0.542702
"2026Q3","NBRX","Abbvie","Commercial","RV_RATE",0.088715
"2026Q3","NBRX","Abbvie","Commercial","WD",4227
"2026Q3","NBRX","Abbvie","Commercial","WD_MARKET_SHARE",0.489179
"2026Q3","NBRX","Abbvie","Medicaid","FILL_RATE",0.18704
"2026Q1","TRX","Abbvie","Others","FILL_RATE",0.592174
"2026Q1","TRX","Abbvie","Others","PD_CLAIMS",47034
"2026Q1","TRX","Abbvie","Others","PD_MARKET_SHARE",0.693226
"2026Q1","TRX","Abbvie","Others","RJ_RATE",0.20905
"2026Q1","TRX","Abbvie","Others","RV_RATE",0.198776
"2026Q1","TRX","Abbvie","Others","WD",79426
"2026Q1","TRX","Abbvie","Others","WD_MARKET_SHARE",0.633159
"2026Q1","TRX","Abbvie","Overall","FILL_RATE",0.765644
"2026Q1","TRX","Abbvie","Overall","PD_CLAIMS",812453
"2026Q1","TRX","Abbvie","Overall","PD_MARKET_SHARE",0.581685
"2026Q1","TRX","Abbvie","Overall","RJ_RATE",0.140157
"2026Q1","TRX","Abbvie","Overall","RV_RATE",0.094199
"2026Q1","TRX","Abbvie","Overall","WD",1061137
"2026Q1","TRX","Abbvie","Overall","WD_MARKET_SHARE",0.573313
"2026Q1","TRX","Nurtec","Commercial","FILL_RATE",0.77952
"2026Q1","TRX","Nurtec","Commercial","PD_CLAIMS",393984
"2026Q1","TRX","Nurtec","Commercial","PD_MARKET_SHARE",0.418526
"2026Q1","TRX","Nurtec","Commercial","RJ_RATE",0.161357
"2026Q1","TRX","Nurtec","Commercial","RV_RATE",0.059123
"2026Q1","TRX","Nurtec","Commercial","WD",505419
"2026Q1","TRX","Nurtec","Commercial","WD_MARKET_SHARE",0.425368
"2026Q1","TRX","Nurtec","Medicaid","FILL_RATE",0.738445
"2026Q1","TRX","Nurtec","Medicaid","PD_CLAIMS",88767
"2026Q1","TRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.475539
"2026Q1","TRX","Nurtec","Medicaid","RJ_RATE",0.207432
"2026Q1","TRX","Nurtec","Medicaid","RV_RATE",0.054123
"2026Q1","TRX","Nurtec","Medicaid","WD",120208
"2026Q1","TRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.475388
"2026Q1","TRX","Nurtec","Medicare","FILL_RATE",0.683353
"2026Q1","TRX","Nurtec","Medicare","PD_CLAIMS",80706
"2026Q1","TRX","Nurtec","Medicare","PD_MARKET_SHARE",0.401822
"2026Q1","TRX","Nurtec","Medicare","RJ_RATE",0.144857
"2026Q1","TRX","Nurtec","Medicare","RV_RATE",0.171791
"2026Q1","TRX","Nurtec","Medicare","WD",118103
"2026Q1","TRX","Nurtec","Medicare","WD_MARKET_SHARE",0.41529
"2026Q1","TRX","Nurtec","Others","FILL_RATE",0.452301
"2026Q1","TRX","Nurtec","Others","PD_CLAIMS",20814
"2026Q1","TRX","Nurtec","Others","PD_MARKET_SHARE",0.306774
"2026Q1","TRX","Nurtec","Others","RJ_RATE",0.312074
"2026Q1","TRX","Nurtec","Others","RV_RATE",0.235625
"2026Q1","TRX","Nurtec","Others","WD",46018
"2026Q1","TRX","Nurtec","Others","WD_MARKET_SHARE",0.366841
"2026Q1","TRX","Nurtec","Overall","FILL_RATE",0.73982
"2026Q1","TRX","Nurtec","Overall","PD_CLAIMS",584271
"2026Q1","TRX","Nurtec","Overall","PD_MARKET_SHARE",0.418315
"2026Q1","TRX","Nurtec","Overall","RJ_RATE",0.174685
"2026Q1","TRX","Nurtec","Overall","RV_RATE",0.085496
"2026Q1","TRX","Nurtec","Overall","WD",789748
"2026Q1","TRX","Nurtec","Overall","WD_MARKET_SHARE",0.426687
"2026Q2","NBRX","Abbvie","Commercial","FILL_RATE",0.655007
"2026Q2","NBRX","Abbvie","Commercial","PD_CLAIMS",57674
"2026Q2","NBRX","Abbvie","Commercial","PD_MARKET_SHARE",0.596477
"2026Q2","NBRX","Abbvie","Commercial","RJ_RATE",0.260531
"2026Q2","NBRX","Abbvie","Commercial","RV_RATE",0.084462
"2026Q2","NBRX","Abbvie","Commercial","WD",88051
"2026Q2","NBRX","Abbvie","Commercial","WD_MARKET_SHARE",0.538878
"2026Q2","NBRX","Abbvie","Medicaid","FILL_RATE",0.43627
"2026Q2","NBRX","Abbvie","Medicaid","PD_CLAIMS",9512
"2026Q2","NBRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.525177
"2026Q2","NBRX","Abbvie","Medicaid","RJ_RATE",0.512452
"2026Q2","NBRX","Abbvie","Medicaid","RV_RATE",0.051277
"2026Q2","NBRX","Abbvie","Medicaid","WD",21803
"2026Q2","NBRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.532157
"2026Q2","NBRX","Abbvie","Medicare","FILL_RATE",0.447259
"2026Q2","NBRX","Abbvie","Medicare","PD_CLAIMS",11249
"2026Q2","NBRX","Abbvie","Medicare","PD_MARKET_SHARE",0.582669
"2026Q3","NBRX","Abbvie","Medicaid","PD_CLAIMS",254
"2026Q3","NBRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.490347
"2026Q3","NBRX","Abbvie","Medicaid","RJ_RATE",0.759205
"2026Q3","NBRX","Abbvie","Medicaid","RV_RATE",0.053756
"2026Q3","NBRX","Abbvie","Medicaid","WD",1358
"2026Q3","NBRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.535489
"2026Q3","NBRX","Abbvie","Medicare","FILL_RATE",0.282252
"2026Q3","NBRX","Abbvie","Medicare","PD_CLAIMS",396
"2026Q3","NBRX","Abbvie","Medicare","PD_MARKET_SHARE",0.591045
"2026Q3","NBRX","Abbvie","Medicare","RJ_RATE",0.587313
"2026Q3","NBRX","Abbvie","Medicare","RV_RATE",0.130435
"2026Q3","NBRX","Abbvie","Medicare","WD",1403
"2026Q3","NBRX","Abbvie","Medicare","WD_MARKET_SHARE",0.530836
"2026Q3","NBRX","Abbvie","Others","FILL_RATE",0.209607
"2026Q3","NBRX","Abbvie","Others","PD_CLAIMS",192
"2026Q3","NBRX","Abbvie","Others","PD_MARKET_SHARE",0.685714
"2026Q3","NBRX","Abbvie","Others","RJ_RATE",0.592795
"2026Q3","NBRX","Abbvie","Others","RV_RATE",0.197598
"2026Q3","NBRX","Abbvie","Others","WD",916
"2026Q3","NBRX","Abbvie","Others","WD_MARKET_SHARE",0.566481
"2026Q3","NBRX","Abbvie","Overall","FILL_RATE",0.303644
"2026Q3","NBRX","Abbvie","Overall","PD_CLAIMS",2400
"2026Q3","NBRX","Abbvie","Overall","PD_MARKET_SHARE",0.585223
"2026Q3","NBRX","Abbvie","Overall","RJ_RATE",0.593623
"2026Q3","NBRX","Abbvie","Overall","RV_RATE",0.102733
"2026Q3","NBRX","Abbvie","Overall","WD",7904
"2026Q3","NBRX","Abbvie","Overall","WD_MARKET_SHARE",0.512017
"2026Q3","NBRX","Nurtec","Commercial","FILL_RATE",0.243543
"2026Q3","NBRX","Nurtec","Commercial","PD_CLAIMS",1075
"2026Q3","NBRX","Nurtec","Commercial","PD_MARKET_SHARE",0.40828
"2026Q3","NBRX","Nurtec","Commercial","RJ_RATE",0.712959
"2026Q3","NBRX","Nurtec","Commercial","RV_RATE",0.043498
"2026Q3","NBRX","Nurtec","Commercial","WD",4414
"2026Q3","NBRX","Nurtec","Commercial","WD_MARKET_SHARE",0.510821
"2026Q3","NBRX","Nurtec","Medicaid","FILL_RATE",0.224109
"2026Q3","NBRX","Nurtec","Medicaid","PD_CLAIMS",264
"2026Q3","NBRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.509653
"2026Q3","NBRX","Nurtec","Medicaid","RJ_RATE",0.744482
"2026Q3","NBRX","Nurtec","Medicaid","RV_RATE",0.031409
"2026Q3","NBRX","Nurtec","Medicaid","WD",1178
"2026Q3","NBRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.464511
"2026Q3","NBRX","Nurtec","Medicare","FILL_RATE",0.220968
"2026Q3","NBRX","Nurtec","Medicare","PD_CLAIMS",274
"2026Q3","NBRX","Nurtec","Medicare","PD_MARKET_SHARE",0.408955
"2026Q3","NBRX","Nurtec","Medicare","RJ_RATE",0.660484
"2026Q3","NBRX","Nurtec","Medicare","RV_RATE",0.118548
"2026Q3","NBRX","Nurtec","Medicare","WD",1240
"2026Q3","NBRX","Nurtec","Medicare","WD_MARKET_SHARE",0.469164
"2026Q3","NBRX","Nurtec","Others","FILL_RATE",0.125535
"2026Q3","NBRX","Nurtec","Others","PD_CLAIMS",88
"2026Q3","NBRX","Nurtec","Others","PD_MARKET_SHARE",0.314286
"2026Q3","NBRX","Nurtec","Others","RJ_RATE",0.629101
"2026Q3","NBRX","Nurtec","Others","RV_RATE",0.245364
"2026Q3","NBRX","Nurtec","Others","WD",701
"2026Q3","NBRX","Nurtec","Others","WD_MARKET_SHARE",0.433519
"2026Q3","NBRX","Nurtec","Overall","FILL_RATE",0.225806
"2026Q3","NBRX","Nurtec","Overall","PD_CLAIMS",1701
"2026Q3","NBRX","Nurtec","Overall","PD_MARKET_SHARE",0.414777
"2026Q3","NBRX","Nurtec","Overall","RJ_RATE",0.701447
"2026Q3","NBRX","Nurtec","Overall","RV_RATE",0.072747
"2026Q3","NBRX","Nurtec","Overall","WD",7533
"2026Q3","NBRX","Nurtec","Overall","WD_MARKET_SHARE",0.487983
"2026Q3","TRX","Abbvie","Commercial","FILL_RATE",0.519926
"2026Q3","TRX","Abbvie","Commercial","PD_CLAIMS",14299
"2026Q3","TRX","Abbvie","Commercial","PD_MARKET_SHARE",0.558751
"2026Q3","TRX","Abbvie","Commercial","RJ_RATE",0.354011
"2026Q3","TRX","Abbvie","Commercial","RV_RATE",0.126064
"2026Q3","TRX","Abbvie","Commercial","WD",27502
"2026Q3","TRX","Abbvie","Commercial","WD_MARKET_SHARE",0.543475
"2026Q3","TRX","Abbvie","Medicaid","FILL_RATE",0.441629
"2026Q3","TRX","Abbvie","Medicaid","PD_CLAIMS",2754
"2026Q3","TRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.5209
"2026Q3","TRX","Abbvie","Medicaid","RJ_RATE",0.461514
"2026Q3","TRX","Abbvie","Medicaid","RV_RATE",0.096857
"2026Q3","TRX","Abbvie","Medicaid","WD",6236
"2026Q3","TRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.519494
"2026Q3","TRX","Abbvie","Medicare","FILL_RATE",0.546661
"2026Q3","TRX","Abbvie","Medicare","PD_CLAIMS",3872
"2026Q3","TRX","Abbvie","Medicare","PD_MARKET_SHARE",0.597531
"2026Q3","TRX","Abbvie","Medicare","RJ_RATE",0.302979
"2026Q3","TRX","Abbvie","Medicare","RV_RATE",0.15036
"2026Q3","TRX","Abbvie","Medicare","WD",7083
"2026Q3","TRX","Abbvie","Medicare","WD_MARKET_SHARE",0.569144
"2026Q3","TRX","Abbvie","Others","FILL_RATE",0.375069
"2026Q3","TRX","Abbvie","Others","PD_CLAIMS",1357
"2026Q3","TRX","Abbvie","Others","PD_MARKET_SHARE",0.672115
"2026Q3","TRX","Abbvie","Others","RJ_RATE",0.418463
"2026Q3","TRX","Abbvie","Others","RV_RATE",0.206468
"2026Q3","TRX","Abbvie","Others","WD",3618
"2026Q3","TRX","Abbvie","Others","WD_MARKET_SHARE",0.616249
"2026Q3","TRX","Abbvie","Overall","FILL_RATE",0.501406
"2026Q3","TRX","Abbvie","Overall","PD_CLAIMS",22282
"2026Q3","TRX","Abbvie","Overall","PD_MARKET_SHARE",0.565863
"2026Q3","TRX","Abbvie","Overall","RJ_RATE",0.36621
"2026Q3","TRX","Abbvie","Overall","RV_RATE",0.132384
"2026Q3","TRX","Abbvie","Overall","WD",44439
"2026Q3","TRX","Abbvie","Overall","WD_MARKET_SHARE",0.549145
"2026Q3","TRX","Nurtec","Commercial","FILL_RATE",0.488789
"2026Q3","TRX","Nurtec","Commercial","PD_CLAIMS",11292
"2026Q3","TRX","Nurtec","Commercial","PD_MARKET_SHARE",0.441249
"2026Q3","TRX","Nurtec","Commercial","RJ_RATE",0.416241
"2026Q3","TRX","Nurtec","Commercial","RV_RATE",0.09497
"2026Q3","TRX","Nurtec","Commercial","WD",23102
"2026Q3","TRX","Nurtec","Commercial","WD_MARKET_SHARE",0.456525
"2026Q3","TRX","Nurtec","Medicaid","FILL_RATE",0.439147
"2026Q3","TRX","Nurtec","Medicaid","PD_CLAIMS",2533
"2026Q3","TRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.4791
"2026Q3","TRX","Nurtec","Medicaid","RJ_RATE",0.480409
"2026Q3","TRX","Nurtec","Medicaid","RV_RATE",0.080444
"2026Q3","TRX","Nurtec","Medicaid","WD",5768
"2026Q3","TRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.480506
"2026Q3","TRX","Nurtec","Medicare","FILL_RATE",0.486386
"2026Q3","TRX","Nurtec","Medicare","PD_CLAIMS",2608
"2026Q3","TRX","Nurtec","Medicare","PD_MARKET_SHARE",0.402469
"2026Q3","TRX","Nurtec","Medicare","RJ_RATE",0.378963
"2026Q3","TRX","Nurtec","Medicare","RV_RATE",0.134651
"2026Q3","TRX","Nurtec","Medicare","WD",5362
"2026Q3","TRX","Nurtec","Medicare","WD_MARKET_SHARE",0.430856
"2026Q3","TRX","Nurtec","Others","FILL_RATE",0.29383
"2026Q3","TRX","Nurtec","Others","PD_CLAIMS",662
"2026Q3","TRX","Nurtec","Others","PD_MARKET_SHARE",0.327885
"2026Q3","TRX","Nurtec","Others","RJ_RATE",0.489126
"2026Q3","TRX","Nurtec","Others","RV_RATE",0.217044
"2026Q3","TRX","Nurtec","Others","WD",2253
"2026Q3","TRX","Nurtec","Others","WD_MARKET_SHARE",0.383751
"2026Q3","TRX","Nurtec","Overall","FILL_RATE",0.468549
"2026Q3","TRX","Nurtec","Overall","PD_CLAIMS",17095
"2026Q3","TRX","Nurtec","Overall","PD_MARKET_SHARE",0.434137
"2026Q3","TRX","Nurtec","Overall","RJ_RATE",0.425408
"2026Q3","TRX","Nurtec","Overall","RV_RATE",0.106044
"2026Q3","TRX","Nurtec","Overall","WD",36485
"2026Q3","TRX","Nurtec","Overall","WD_MARKET_SHARE",0.450855
"2025Q1","NBRX","Nurtec","Others","WD",13237
"2025Q1","NBRX","Nurtec","Others","WD_MARKET_SHARE",0.461606
"2025Q1","NBRX","Nurtec","Overall","FILL_RATE",0.453991
"2025Q1","NBRX","Nurtec","Overall","PD_CLAIMS",53556
"2025Q1","NBRX","Nurtec","Overall","PD_MARKET_SHARE",0.392752
"2025Q1","NBRX","Nurtec","Overall","RJ_RATE",0.420804
"2025Q1","NBRX","Nurtec","Overall","RV_RATE",0.125205
"2025Q1","NBRX","Nurtec","Overall","WD",117967
"2025Q1","NBRX","Nurtec","Overall","WD_MARKET_SHARE",0.453899
"2025Q1","TRX","Abbvie","Commercial","FILL_RATE",0.796713
"2025Q1","TRX","Abbvie","Commercial","PD_CLAIMS",492355
"2025Q1","TRX","Abbvie","Commercial","PD_MARKET_SHARE",0.582205
"2025Q1","TRX","Abbvie","Commercial","RJ_RATE",0.135161
"2025Q1","TRX","Abbvie","Commercial","RV_RATE",0.068126
"2025Q1","TRX","Abbvie","Commercial","WD",617983
"2025Q1","TRX","Abbvie","Commercial","WD_MARKET_SHARE",0.573705
"2025Q1","TRX","Abbvie","Medicaid","FILL_RATE",0.737561
"2025Q1","TRX","Abbvie","Medicaid","PD_CLAIMS",86153
"2025Q1","TRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.507834
"2025Q1","TRX","Abbvie","Medicaid","RJ_RATE",0.207212
"2025Q1","TRX","Abbvie","Medicaid","RV_RATE",0.055227
"2025Q1","TRX","Abbvie","Medicaid","WD",116808
"2025Q1","TRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.508389
"2025Q1","TRX","Abbvie","Medicare","FILL_RATE",0.73112
"2025Q1","TRX","Abbvie","Medicare","PD_CLAIMS",103683
"2025Q1","TRX","Abbvie","Medicare","PD_MARKET_SHARE",0.582224
"2025Q1","TRX","Abbvie","Medicare","RJ_RATE",0.119516
"2025Q1","TRX","Abbvie","Medicare","RV_RATE",0.149365
"2025Q1","TRX","Abbvie","Medicare","WD",141814
"2025Q1","TRX","Abbvie","Medicare","WD_MARKET_SHARE",0.575679
"2025Q1","TRX","Abbvie","Others","FILL_RATE",0.596341
"2025Q1","TRX","Abbvie","Others","PD_CLAIMS",41921
"2025Q1","TRX","Abbvie","Others","PD_MARKET_SHARE",0.634532
"2025Q1","TRX","Abbvie","Others","RJ_RATE",0.205941
"2025Q1","TRX","Abbvie","Others","RV_RATE",0.197718
"2025Q1","TRX","Abbvie","Others","WD",70297
"2025Q1","TRX","Abbvie","Others","WD_MARKET_SHARE",0.589834
"2025Q1","TRX","Abbvie","Overall","FILL_RATE",0.764717
"2025Q1","TRX","Abbvie","Overall","PD_CLAIMS",724112
"2025Q1","TRX","Abbvie","Overall","PD_MARKET_SHARE",0.574935
"2025Q1","TRX","Abbvie","Overall","RJ_RATE",0.14696
"2025Q1","TRX","Abbvie","Overall","RV_RATE",0.088323
"2025Q1","TRX","Abbvie","Overall","WD",946902
"2025Q1","TRX","Abbvie","Overall","WD_MARKET_SHARE",0.566172
"2025Q1","TRX","Nurtec","Commercial","FILL_RATE",0.769427
"2025Q1","TRX","Nurtec","Commercial","PD_CLAIMS",353318
"2025Q1","TRX","Nurtec","Commercial","PD_MARKET_SHARE",0.417795
"2025Q1","TRX","Nurtec","Commercial","RJ_RATE",0.164191
"2025Q1","TRX","Nurtec","Commercial","RV_RATE",0.066381
"2025Q1","TRX","Nurtec","Commercial","WD",459196
"2025Q1","TRX","Nurtec","Commercial","WD_MARKET_SHARE",0.426295
"2025Q1","TRX","Nurtec","Medicaid","FILL_RATE",0.739201
"2025Q1","TRX","Nurtec","Medicaid","PD_CLAIMS",83495
"2025Q1","TRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.492166
"2025Q1","TRX","Nurtec","Medicaid","RJ_RATE",0.203934
"2025Q1","TRX","Nurtec","Medicaid","RV_RATE",0.056864
"2025Q1","TRX","Nurtec","Medicaid","WD",112953
"2025Q1","TRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.491611
"2025Q1","TRX","Nurtec","Medicare","FILL_RATE",0.711752
"2025Q1","TRX","Nurtec","Medicare","PD_CLAIMS",74398
"2025Q1","TRX","Nurtec","Medicare","PD_MARKET_SHARE",0.417776
"2025Q1","TRX","Nurtec","Medicare","RJ_RATE",0.138977
"2025Q1","TRX","Nurtec","Medicare","RV_RATE",0.149271
"2025Q1","TRX","Nurtec","Medicare","WD",104528
"2025Q1","TRX","Nurtec","Medicare","WD_MARKET_SHARE",0.424321
"2025Q2","TRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.485035
"2025Q2","TRX","Nurtec","Medicare","FILL_RATE",0.728359
"2025Q2","TRX","Nurtec","Medicare","PD_CLAIMS",79708
"2025Q2","TRX","Nurtec","Medicare","PD_MARKET_SHARE",0.410113
"2025Q2","TRX","Nurtec","Medicare","RJ_RATE",0.161511
"2025Q2","TRX","Nurtec","Medicare","RV_RATE",0.110129
"2025Q2","TRX","Nurtec","Medicare","WD",109435
"2025Q2","TRX","Nurtec","Medicare","WD_MARKET_SHARE",0.42102
"2025Q2","TRX","Nurtec","Others","FILL_RATE",0.48658
"2025Q2","TRX","Nurtec","Others","PD_CLAIMS",24220
"2025Q2","TRX","Nurtec","Others","PD_MARKET_SHARE",0.335327
"2025Q2","TRX","Nurtec","Others","RJ_RATE",0.296147
"2025Q2","TRX","Nurtec","Others","RV_RATE",0.217273
"2025Q2","TRX","Nurtec","Others","WD",49776
"2025Q2","TRX","Nurtec","Others","WD_MARKET_SHARE",0.394322
"2025Q2","TRX","Nurtec","Overall","FILL_RATE",0.750673
"2025Q2","TRX","Nurtec","Overall","PD_CLAIMS",565759
"2025Q2","TRX","Nurtec","Overall","PD_MARKET_SHARE",0.42135
"2025Q2","TRX","Nurtec","Overall","RJ_RATE",0.171508
"2025Q2","TRX","Nurtec","Overall","RV_RATE",0.077819
"2025Q2","TRX","Nurtec","Overall","WD",753669
"2025Q2","TRX","Nurtec","Overall","WD_MARKET_SHARE",0.430834
"2025Q3","NBRX","Abbvie","Commercial","FILL_RATE",0.678434
"2025Q3","NBRX","Abbvie","Commercial","PD_CLAIMS",57825
"2025Q3","NBRX","Abbvie","Commercial","PD_MARKET_SHARE",0.63241
"2025Q3","NBRX","Abbvie","Commercial","RJ_RATE",0.235824
"2025Q3","NBRX","Abbvie","Commercial","RV_RATE",0.085741
"2025Q3","NBRX","Abbvie","Commercial","WD",85233
"2025Q3","NBRX","Abbvie","Commercial","WD_MARKET_SHARE",0.555195
"2025Q3","NBRX","Abbvie","Medicaid","FILL_RATE",0.443836
"2025Q3","NBRX","Abbvie","Medicaid","PD_CLAIMS",9317
"2025Q3","NBRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.513164
"2025Q3","NBRX","Abbvie","Medicaid","RJ_RATE",0.510337
"2025Q3","NBRX","Abbvie","Medicaid","RV_RATE",0.045827
"2025Q3","NBRX","Abbvie","Medicaid","WD",20992
"2025Q3","NBRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.526366
"2025Q3","NBRX","Abbvie","Medicare","FILL_RATE",0.470869
"2025Q3","NBRX","Abbvie","Medicare","PD_CLAIMS",11444
"2025Q3","NBRX","Abbvie","Medicare","PD_MARKET_SHARE",0.583878
"2025Q3","NBRX","Abbvie","Medicare","RJ_RATE",0.342454
"2025Q3","NBRX","Abbvie","Medicare","RV_RATE",0.186677
"2025Q3","NBRX","Abbvie","Medicare","WD",24304
"2025Q3","NBRX","Abbvie","Medicare","WD_MARKET_SHARE",0.555013
"2025Q3","NBRX","Abbvie","Others","FILL_RATE",0.433502
"2025Q3","NBRX","Abbvie","Others","PD_CLAIMS",7699
"2025Q3","NBRX","Abbvie","Others","PD_MARKET_SHARE",0.746461
"2025Q3","NBRX","Abbvie","Others","RJ_RATE",0.305968
"2025Q3","NBRX","Abbvie","Others","RV_RATE",0.260529
"2025Q3","NBRX","Abbvie","Others","WD",17760
"2025Q3","NBRX","Abbvie","Others","WD_MARKET_SHARE",0.565371
"2025Q3","NBRX","Abbvie","Overall","FILL_RATE",0.581871
"2025Q3","NBRX","Abbvie","Overall","PD_CLAIMS",86285
"2025Q3","NBRX","Abbvie","Overall","PD_MARKET_SHARE",0.618504
"2025Q3","NBRX","Abbvie","Overall","RJ_RATE",0.300562
"2025Q3","NBRX","Abbvie","Overall","RV_RATE",0.117568
"2025Q3","NBRX","Abbvie","Overall","WD",148289
"2025Q3","NBRX","Abbvie","Overall","WD_MARKET_SHARE",0.552075
"2025Q3","NBRX","Nurtec","Commercial","FILL_RATE",0.492209
"2025Q3","NBRX","Nurtec","Commercial","PD_CLAIMS",33611
"2025Q3","NBRX","Nurtec","Commercial","PD_MARKET_SHARE",0.36759
"2025Q3","NBRX","Nurtec","Commercial","RJ_RATE",0.435521
"2025Q3","NBRX","Nurtec","Commercial","RV_RATE",0.07227
"2025Q3","NBRX","Nurtec","Commercial","WD",68286
"2025Q3","NBRX","Nurtec","Commercial","WD_MARKET_SHARE",0.444805
"2025Q3","NBRX","Nurtec","Medicaid","FILL_RATE",0.467944
"2024Q4","TRX","Nurtec","Overall","PD_MARKET_SHARE",0.439656
